uuid,nombre,apellido,genero,email,telefono,ciudad,pais,codigo_postal,fecha_nacimiento,edad,foto_url,fecha_registro_api,segmento_edad,fecha_procesamiento
95dd38bd-9bfa-44fa-b3a5-4c935eabf568,Rene,Röser,male,rene.roser@example.com,0661-9946083,Raunheim,Germany,62549,1967-09-11,58,https://randomuser.me/api/portraits/men/2.jpg,2003-04-29,Maduro,2026-06-22 21:40:40
3893e4a2-94ed-41a6-be0a-7c0fd0c85e17,Julia,Roque,female,julia.roque@example.com,(687) 955 0437,Carapán,Mexico,46632,1980-08-31,45,https://randomuser.me/api/portraits/women/41.jpg,2019-01-10,Maduro,2026-06-22 21:40:40
f3507dd4-4540-4a6b-8164-30a388bc1885,Rosario,Hidalgo,female,rosario.hidalgo@example.com,922-475-396,Oviedo,Spain,92003,1984-10-16,41,https://randomuser.me/api/portraits/women/74.jpg,2008-04-15,Adulto,2026-06-22 21:40:40
c2be59ee-29a6-490f-918b-67e05afa9070,اميرمحمد,محمدخان,male,myrmhmd.mhmdkhn@example.com,010-83282722,کرمانشاه,Iran,79819,1991-12-15,34,https://randomuser.me/api/portraits/men/98.jpg,2003-05-19,Adulto,2026-06-22 21:40:40
fc243d0f-5c50-438a-9c56-7ef82a05eeec,Lyam,Clement,male,lyam.clement@example.com,04-01-59-37-14,Saint-Denis,France,87034,1986-08-09,39,https://randomuser.me/api/portraits/men/30.jpg,2005-05-31,Adulto,2026-06-22 21:40:40
1e2c67f8-fa40-4cc2-8e70-f0d1f69762d6,Elle,Aurstad,female,elle.aurstad@example.com,61617569,Amtmannsnes,Norway,2080,1984-04-19,42,https://randomuser.me/api/portraits/women/60.jpg,2017-04-13,Adulto,2026-06-22 21:40:40
bfb4801c-601c-4a9f-ad6c-1d6bb1d2eb07,Jasna,Ivančević,female,jasna.ivancevic@example.com,033-2230-893,Ivanjica,Serbia,21415,1996-07-29,29,https://randomuser.me/api/portraits/women/13.jpg,2016-03-30,Adulto,2026-06-22 21:40:40
18a36f1f-9d4e-403e-88bc-f22ea6e37d44,Brijesh,Chavare,male,brijesh.chavare@example.com,7942800216,Panchkula,India,19187,1993-02-04,33,https://randomuser.me/api/portraits/men/23.jpg,2015-10-12,Adulto,2026-06-22 21:40:40
79184815-0aac-4b76-a506-07ed202d8225,Dagmar,De Waart,female,dagmar.dewaart@example.com,(0939) 554238,Hilvarenbeek,Netherlands,6164 KT,1988-07-22,37,https://randomuser.me/api/portraits/women/82.jpg,2007-06-03,Adulto,2026-06-22 21:40:40
76a0cdf1-eb14-4054-92bb-748b06aa173c,Alfredo,Richardson,male,alfredo.richardson@example.com,(991) 977-6421,Charleston,United States,32037,1974-12-03,51,https://randomuser.me/api/portraits/men/92.jpg,2006-03-24,Maduro,2026-06-22 21:40:40
06404e17-03a0-4714-bd10-0f1f5d4b8128,بهاره,حسینی,female,bhrh.hsyny@example.com,066-11875645,سنندج,Iran,95677,1993-09-03,32,https://randomuser.me/api/portraits/women/31.jpg,2010-11-09,Adulto,2026-06-22 21:40:40
6d5e6ef8-fc61-4b35-995a-64f5b9263c43,Blagoje,Anđelić,male,blagoje.andelic@example.com,039-5100-230,Velika Plana,Serbia,90651,1997-01-27,29,https://randomuser.me/api/portraits/men/73.jpg,2014-05-01,Adulto,2026-06-22 21:40:40
6995a6fd-9bc0-48a4-aab4-2a8575bf99d5,Carlindo,Caldeira,male,carlindo.caldeira@example.com,(61) 4982-1960,Barbacena,Brazil,85814,1952-08-22,73,https://randomuser.me/api/portraits/men/73.jpg,2003-05-30,Senior,2026-06-22 21:40:40
b64d486f-5edf-465e-8eb7-7ec43693bb76,Zachary,Collins,male,zachary.collins@example.com,03-0097-0610,Dubbo,Australia,1870,1991-06-11,35,https://randomuser.me/api/portraits/men/31.jpg,2006-11-29,Adulto,2026-06-22 21:40:40
9a24c8d5-c517-4625-bede-c22af55a275a,Quentin,Duval,male,quentin.duval@example.com,075 125 10 91,Ottenbach,Switzerland,2527,1990-12-07,35,https://randomuser.me/api/portraits/men/31.jpg,2010-12-15,Adulto,2026-06-22 21:40:40
c7273588-af07-4f51-bda9-e462ac697fa1,Wendolin,Lucero,male,wendolin.lucero@example.com,(642) 969 6378,Base Aérea Militar No. 5,Mexico,85555,1979-09-08,46,https://randomuser.me/api/portraits/men/9.jpg,2013-06-13,Maduro,2026-06-22 21:40:40
e9276a9e-295f-490b-aa40-34d6f35edfb9,Bogoljub,Srećković,male,bogoljub.sreckovic@example.com,024-2306-133,Ljubovija,Serbia,89383,1978-09-21,47,https://randomuser.me/api/portraits/men/77.jpg,2018-05-04,Maduro,2026-06-22 21:40:40
9578c5db-0aaa-4e62-914d-aabb2567fea9,Buse,Berberoğlu,female,buse.berberoglu@example.com,(212)-701-4277,Mardin,Turkey,63537,1970-08-26,55,https://randomuser.me/api/portraits/women/94.jpg,2007-08-07,Maduro,2026-06-22 21:40:40
1f6a3987-cf13-4ab7-8bca-20b265cf36f8,Mia,Kelley,female,mia.kelley@example.com,015242 81660,Swansea,United Kingdom,AM19 5FJ,2001-01-14,25,https://randomuser.me/api/portraits/women/61.jpg,2016-10-22,Adulto,2026-06-22 21:40:40
ff768333-eb0f-49c5-a4fb-03645a08be4b,Ariana,Davies,female,ariana.davies@example.com,(507)-076-7915,Dunedin,New Zealand,19824,1962-07-27,63,https://randomuser.me/api/portraits/women/43.jpg,2004-11-03,Maduro,2026-06-22 21:40:40
4fa89e62-66fa-4435-bd60-0b5129d6ad89,Jimmie,Watson,male,jimmie.watson@example.com,019467 03241,Aberdeen,United Kingdom,NO9T 1SY,1963-11-04,62,https://randomuser.me/api/portraits/men/97.jpg,2019-09-27,Maduro,2026-06-22 21:40:40
5f9b18a1-e047-4eb2-8a6c-89f0d999499e,Keira,Harris,female,keira.harris@example.com,(236)-953-4647,Blenheim,New Zealand,61204,1979-10-09,46,https://randomuser.me/api/portraits/women/93.jpg,2004-04-16,Maduro,2026-06-22 21:40:40
86f6535c-ab26-4c2e-8c35-72dcf410d3e3,Alberto,Peterson,male,alberto.peterson@example.com,05-5325-0929,Wagga Wagga,Australia,3924,1957-06-19,69,https://randomuser.me/api/portraits/men/77.jpg,2017-04-23,Senior,2026-06-22 21:40:40
93c8ff66-b446-4c98-bc22-b13089345ba9,Sven,Warholm,male,sven.warholm@example.com,33367900,Sandnessjøen,Norway,9171,1993-03-07,33,https://randomuser.me/api/portraits/men/25.jpg,2018-10-01,Adulto,2026-06-22 21:40:40
89a51b3c-1479-49fd-882c-00caed524554,Cindy,Weichert,female,cindy.weichert@example.com,0942-8869325,Nürtingen,Germany,35431,2000-05-25,26,https://randomuser.me/api/portraits/women/74.jpg,2013-11-13,Adulto,2026-06-22 21:40:40
41988956-e599-4713-85c2-1d8ae3be1e88,Skye,Slagman,female,skye.slagman@example.com,(019) 6330460,Niftrik,Netherlands,5137 NK,1973-11-10,52,https://randomuser.me/api/portraits/women/63.jpg,2021-08-24,Maduro,2026-06-22 21:40:40
97d71984-9b34-4881-976e-be8e1f53e619,تینا,حسینی,female,tyn.hsyny@example.com,004-31303560,اراک,Iran,40992,1980-10-12,45,https://randomuser.me/api/portraits/women/86.jpg,2010-11-18,Maduro,2026-06-22 21:40:40
50cda79b-808c-4879-89dc-79e91371abf2,Adinda,Van Der Brugge,female,adinda.vanderbrugge@example.com,(021) 9011459,Driezum,Netherlands,2360 HQ,1992-12-14,33,https://randomuser.me/api/portraits/women/3.jpg,2008-05-08,Adulto,2026-06-22 21:40:40
612aa195-7b39-49b8-b639-c6c25a88f936,Estéban,Laurent,male,esteban.laurent@example.com,05-11-22-95-85,Champigny-sur-Marne,France,17041,1979-04-19,47,https://randomuser.me/api/portraits/men/47.jpg,2014-07-25,Maduro,2026-06-22 21:40:40
810f9f55-311b-417e-8add-eee74909039d,Heather,Newman,female,heather.newman@example.com,017687 02176,Chichester,United Kingdom,B7 8HZ,1966-08-28,59,https://randomuser.me/api/portraits/women/51.jpg,2004-02-15,Maduro,2026-06-22 21:40:40
eb9e57bf-83e9-4132-8ff7-cf6a56b8f96b,William,Kristensen,male,william.kristensen@example.com,89446862,Sørvad,Denmark,13697,1959-06-20,67,https://randomuser.me/api/portraits/men/81.jpg,2003-01-29,Senior,2026-06-22 21:40:40
5e2ca794-5bb7-4d4c-ace8-37472c6e3917,Mattie,Mckinney,female,mattie.mckinney@example.com,(630) 240-4617,South Bend,United States,63807,1993-10-30,32,https://randomuser.me/api/portraits/women/56.jpg,2019-11-16,Adulto,2026-06-22 21:40:40
f0e7c835-48d4-48d3-a4ef-cbd01e7e4aa8,Vanda,Illienko,female,vanda.illienko@example.com,(098) S10-8452,Mirnograd,Ukraine,92373,1964-04-26,62,https://randomuser.me/api/portraits/women/36.jpg,2007-05-10,Maduro,2026-06-22 21:40:40
b96e8111-b66f-4969-9a40-f22aba159475,Varsha,Kulkarni,female,varsha.kulkarni@example.com,8220311406,Anand,India,77104,1964-12-09,61,https://randomuser.me/api/portraits/women/47.jpg,2009-12-01,Maduro,2026-06-22 21:40:40
3779236e-8509-41d9-8fb1-c9421ad3939b,Clarissa,Mendes,female,clarissa.mendes@example.com,(06) 4052-2124,Osasco,Brazil,20291,1966-12-31,59,https://randomuser.me/api/portraits/women/94.jpg,2011-10-09,Maduro,2026-06-22 21:40:40
be7ee3ec-4aed-444d-b238-48674a12dc95,Carmen,Hunstad,female,carmen.hunstad@example.com,37326675,Skei,Norway,0215,1949-08-26,76,https://randomuser.me/api/portraits/women/51.jpg,2017-11-14,Senior,2026-06-22 21:40:40
06a93792-2fff-44dc-835b-ae5bc19926f0,Reyansh,Kumar,male,reyansh.kumar@example.com,7125954401,Rewa,India,62141,1987-10-21,38,https://randomuser.me/api/portraits/men/6.jpg,2018-03-02,Adulto,2026-06-22 21:40:40
54eb47b2-a28c-4fa9-9cce-77ff6e6fc3e5,Linnea,Kinnunen,female,linnea.kinnunen@example.com,02-224-840,Kiikoinen,Finland,56519,1980-01-19,46,https://randomuser.me/api/portraits/women/0.jpg,2022-04-27,Maduro,2026-06-22 21:40:40
5b4a9014-5657-42ad-aacc-83d354fef4fb,Darsh,Saha,male,darsh.saha@example.com,8747738167,Bulandshahr,India,73485,1958-03-07,68,https://randomuser.me/api/portraits/men/72.jpg,2002-05-19,Senior,2026-06-22 21:40:40
2d36c6c9-f50e-4fbd-9de5-bb0ee4cb73cd,Clinton,Reed,male,clinton.reed@example.com,(781) 935-8197,Phoenix,United States,74204,1965-09-29,60,https://randomuser.me/api/portraits/men/4.jpg,2020-04-17,Maduro,2026-06-22 21:40:40
e68ec8bd-0dcc-46aa-b572-b797616002e8,Vilma,Rintala,female,vilma.rintala@example.com,08-103-998,Siikainen,Finland,68953,1979-11-01,46,https://randomuser.me/api/portraits/women/32.jpg,2017-08-13,Maduro,2026-06-22 21:40:40
48531de3-5f53-4825-9e5b-bde97303f4f5,Solveig,Christ,female,solveig.christ@example.com,0265-7454734,Bad Bergzabern,Germany,70891,1975-08-31,50,https://randomuser.me/api/portraits/women/30.jpg,2011-11-14,Maduro,2026-06-22 21:40:40
8176ebe1-1f9b-4137-99aa-e9a91e4973ef,Jasmine,Smith,female,jasmine.smith@example.com,(225)-122-5056,Hastings,New Zealand,61170,1988-06-14,38,https://randomuser.me/api/portraits/women/87.jpg,2018-06-03,Adulto,2026-06-22 21:40:40
596663d0-22ec-4cfa-89d6-6095fca26a6e,Don,Medina,male,don.medina@example.com,017683 86863,Preston,United Kingdom,KP5 5EZ,1953-07-07,72,https://randomuser.me/api/portraits/men/74.jpg,2007-09-01,Senior,2026-06-22 21:40:40
26c0a0e7-7642-4e3b-98b8-de689e85ebbe,Zeli,Cavalcanti,female,zeli.cavalcanti@example.com,(01) 2608-3598,Sertãozinho,Brazil,22066,1994-07-05,31,https://randomuser.me/api/portraits/women/71.jpg,2013-03-16,Adulto,2026-06-22 21:40:40
a814a310-7606-4889-b2a3-9179f089c52b,Vist,Virskiy,male,vist.virskiy@example.com,(068) Z67-9400,Bolgrad,Ukraine,33327,1975-06-20,51,https://randomuser.me/api/portraits/men/73.jpg,2013-03-15,Maduro,2026-06-22 21:40:40
512359a2-2bdf-4eb9-81be-ef70d6dfa7a1,Vekla,Tokarevskiy,female,vekla.tokarevskiy@example.com,(066) M42-2976,Chop,Ukraine,60483,1998-07-09,27,https://randomuser.me/api/portraits/women/10.jpg,2020-05-20,Adulto,2026-06-22 21:40:40
c3579164-13f7-406c-b27a-bacdba33b423,Sido,Grevink,male,sido.grevink@example.com,(0152) 340291,Zuiderwoude,Netherlands,3024 YT,1993-03-28,33,https://randomuser.me/api/portraits/men/16.jpg,2015-08-29,Adulto,2026-06-22 21:40:40
11976a34-4100-45da-929e-7b6f363b4dc4,Sabir,Kern,male,sabir.kern@example.com,(0874) 199354,Culemborg,Netherlands,7167 WQ,1959-10-29,66,https://randomuser.me/api/portraits/men/95.jpg,2020-06-22,Senior,2026-06-22 21:40:40
49351ca0-1f10-4ef3-9330-5db52a16f65f,Emilija,Bjørkum,female,emilija.bjorkum@example.com,39646057,Bodø,Norway,9521,1975-07-09,50,https://randomuser.me/api/portraits/women/95.jpg,2012-08-25,Maduro,2026-06-22 21:40:40
3a23cf04-e3fe-4f4a-a7f0-a0d5edc51c8e,Bryan,Franklin,male,bryan.franklin@example.com,(571) 880-6274,Hartford,United States,64538,1967-02-11,59,https://randomuser.me/api/portraits/men/2.jpg,2006-02-11,Maduro,2026-06-22 21:40:40
37af98bf-16ef-4f51-8ae2-96e804b95cc2,پارمیس,کامروا,female,prmys.khmrw@example.com,077-97352184,قدس,Iran,63408,1970-03-25,56,https://randomuser.me/api/portraits/women/64.jpg,2019-04-18,Maduro,2026-06-22 21:40:40
c460c125-7103-4a4a-a81d-415bdccd1ba6,Toivo,Kallio,male,toivo.kallio@example.com,02-000-175,Leppävirta,Finland,54263,1973-08-09,52,https://randomuser.me/api/portraits/men/25.jpg,2019-05-25,Maduro,2026-06-22 21:40:40
7a4c462a-7770-4186-b414-a649cf548050,Harry,Fisher,male,harry.fisher@example.com,01216 400682,Inverness,United Kingdom,A48 8RY,1996-10-03,29,https://randomuser.me/api/portraits/men/14.jpg,2007-06-18,Adulto,2026-06-22 21:40:40
66f2045d-656e-4b2f-acca-703d4c99e74f,Karin,Alberda,female,karin.alberda@example.com,(0791) 713960,Simpelveld,Netherlands,7778 YP,1986-01-06,40,https://randomuser.me/api/portraits/women/86.jpg,2005-08-18,Adulto,2026-06-22 21:40:40
44059eaa-56c5-4e6e-8fe5-2c3536cb0a75,Krishna,Suvarna,male,krishna.suvarna@example.com,7611708759,Ramgarh,India,93774,1980-03-31,46,https://randomuser.me/api/portraits/men/11.jpg,2005-05-10,Maduro,2026-06-22 21:40:40
ceed4e19-6b78-4422-82b3-ccba91c7e84e,Jacob,Lee,male,jacob.lee@example.com,(758)-783-1757,Nelson,New Zealand,46956,1987-01-26,39,https://randomuser.me/api/portraits/men/7.jpg,2013-02-07,Adulto,2026-06-22 21:40:40
7e94d1e3-3c06-42fa-a274-01a325c9e55a,Dorit,Kersten,female,dorit.kersten@example.com,0468-5708921,Hermsdorf,Germany,21730,1964-08-12,61,https://randomuser.me/api/portraits/women/91.jpg,2016-08-21,Maduro,2026-06-22 21:40:40
dec58037-767e-4a94-b8d1-b499deba481a,فاطمه,یاسمی,female,ftmh.ysmy@example.com,025-00277312,بندرعباس,Iran,24611,1982-06-20,44,https://randomuser.me/api/portraits/women/50.jpg,2016-04-03,Adulto,2026-06-22 21:40:40
4f2e2731-84f0-46bf-85bf-3fa78c4d5253,Andron,Topchiy,male,andron.topchiy@example.com,(068) E67-2636,Sosnivka,Ukraine,38642,1995-09-01,30,https://randomuser.me/api/portraits/men/47.jpg,2011-12-31,Adulto,2026-06-22 21:40:40
3438a49f-47ea-4b29-8c87-131b352202a3,Giuseppe,De Leur,male,giuseppe.deleur@example.com,(048) 6831968,Hollandsche Rading,Netherlands,7858 NV,1986-12-24,39,https://randomuser.me/api/portraits/men/56.jpg,2013-05-05,Adulto,2026-06-22 21:40:40
4c2ff9c8-d855-45d8-aa3b-afdcf16d78fd,Emely,Kolsrud,female,emely.kolsrud@example.com,85667312,Vestnes,Norway,1851,1972-08-23,53,https://randomuser.me/api/portraits/women/51.jpg,2021-07-25,Maduro,2026-06-22 21:40:40
373d3a61-0df7-47cb-ae40-3cee34cca186,Tim,Hoffman,male,tim.hoffman@example.com,(977) 592-6460,Phoenix,United States,45861,2000-01-13,26,https://randomuser.me/api/portraits/men/49.jpg,2021-08-10,Adulto,2026-06-22 21:40:40
f84bf425-9e6e-4d27-909e-ca9c0fa5d8ca,David,Johnson,male,david.johnson@example.com,E10 G49-6003,Cartwright,Canada,U8K 5Q8,1988-10-17,37,https://randomuser.me/api/portraits/men/24.jpg,2012-08-27,Adulto,2026-06-22 21:40:40
bfe203c7-061a-4de1-a4c0-2ed96510b624,Eetu,Lampo,male,eetu.lampo@example.com,03-339-389,Askola,Finland,27523,2000-08-15,25,https://randomuser.me/api/portraits/men/38.jpg,2018-11-26,Adulto,2026-06-22 21:40:40
976e1bbc-c8f4-46ab-afa6-1575fd8d1ce8,Silas,Olsen,male,silas.olsen@example.com,40953043,Horsens,Denmark,16386,1953-01-28,73,https://randomuser.me/api/portraits/men/23.jpg,2003-04-12,Senior,2026-06-22 21:40:40
f3f4cbcf-2591-4053-bfb5-b5ef083f767f,Rafael,Roussel,male,rafael.roussel@example.com,04-61-60-30-65,Saint-Denis,France,13373,1976-07-11,49,https://randomuser.me/api/portraits/men/87.jpg,2007-06-18,Maduro,2026-06-22 21:40:40
cb05661b-9f4b-4bf2-9168-b0da7abe89d4,Dan,Lane,male,dan.lane@example.com,021-905-7115,Tullow,Ireland,16083,1954-03-21,72,https://randomuser.me/api/portraits/men/10.jpg,2018-04-17,Senior,2026-06-22 21:40:40
87b19805-dd80-4c2f-904c-73b4d1fdeb2c,Zarah,Sijbesma,female,zarah.sijbesma@example.com,(0709) 047706,Poeldijk,Netherlands,8093 UE,1994-11-25,31,https://randomuser.me/api/portraits/women/67.jpg,2014-09-01,Adulto,2026-06-22 21:40:40
0c82e099-4b83-4538-b279-977238589217,Curtis,Snyder,male,curtis.snyder@example.com,(544) 328-6429,Murrieta,United States,16458,1949-11-18,76,https://randomuser.me/api/portraits/men/97.jpg,2014-09-20,Senior,2026-06-22 21:40:40
13a85802-58bd-4083-a3b3-54d04f1ba012,Nathaniel,Hamilton,male,nathaniel.hamilton@example.com,017684 56503,Oxford,United Kingdom,IV2 0QR,1986-05-24,40,https://randomuser.me/api/portraits/men/63.jpg,2017-11-17,Adulto,2026-06-22 21:40:40
aaed8611-7fa5-477f-a795-c40b2a9c6eb1,Bernard,Mason,male,bernard.mason@example.com,01286 558586,Leicester,United Kingdom,F3 5GB,1981-07-12,44,https://randomuser.me/api/portraits/men/98.jpg,2003-01-14,Adulto,2026-06-22 21:40:40
b6af2a01-1a1a-4ed0-a9ae-9dc0d4f0be18,Maximiliano,Peralta,male,maximiliano.peralta@example.com,(630) 822 5416,Sonoita,Mexico,58283,1971-01-24,55,https://randomuser.me/api/portraits/men/63.jpg,2002-08-19,Maduro,2026-06-22 21:40:40
824cd3f4-1717-4888-b46b-07cd7b91b7d7,Reynaldo,Patiño,male,reynaldo.patino@example.com,(697) 770 0924,Ramón Corona,Mexico,65617,1974-03-21,52,https://randomuser.me/api/portraits/men/86.jpg,2005-11-14,Maduro,2026-06-22 21:40:40
5c50f000-c666-4995-868d-b47cb3b17576,Jadranka,Glavaš,female,jadranka.glavas@example.com,011-5399-159,Preševo,Serbia,22097,1992-08-09,33,https://randomuser.me/api/portraits/women/2.jpg,2011-01-31,Adulto,2026-06-22 21:40:40
d1945233-e1d9-4bc7-9b42-36e596712ef5,Kevin,Perez,male,kevin.perez@example.com,076 214 72 16,Neunkirch,Switzerland,3071,1945-10-11,80,https://randomuser.me/api/portraits/men/72.jpg,2004-12-22,Senior,2026-06-22 21:40:40
f8f42abb-a88c-48a4-bbfe-d16bf671ffc2,Ceylan,Koç,female,ceylan.koc@example.com,(357)-019-9006,Isparta,Turkey,79735,1980-07-20,45,https://randomuser.me/api/portraits/women/48.jpg,2010-09-01,Maduro,2026-06-22 21:40:40
e6565c96-e2f1-4fa4-97fc-d44bdff62c7f,Meret,Gerard,female,meret.gerard@example.com,079 182 81 27,Chénens,Switzerland,3741,1965-11-09,60,https://randomuser.me/api/portraits/women/23.jpg,2018-01-29,Maduro,2026-06-22 21:40:40
a9fc6b76-f89a-492d-82e4-ac30c686f592,Aidé,Duarte,male,aide.duarte@example.com,(91) 3916-0496,João Pessoa,Brazil,16405,1974-10-12,51,https://randomuser.me/api/portraits/men/42.jpg,2008-03-30,Maduro,2026-06-22 21:40:40
51a8edf1-8920-4734-8a80-fc74fc276cbd,Adelheid,Picard,female,adelheid.picard@example.com,075 949 05 24,Dinhard,Switzerland,7526,1974-08-19,51,https://randomuser.me/api/portraits/women/95.jpg,2002-05-30,Maduro,2026-06-22 21:40:40
646e8bd0-0862-48a9-9a4c-49da78fb2abf,Jonathan,Hale,male,jonathan.hale@example.com,021-838-0103,Rush,Ireland,12932,1971-01-29,55,https://randomuser.me/api/portraits/men/52.jpg,2009-08-01,Maduro,2026-06-22 21:40:40
b5c54e14-f090-4473-b8aa-4f3e069c0039,Isabel,Quintanilla,male,isabel.quintanilla@example.com,(617) 142 1276,Coahuayana de Hidalgo,Mexico,31351,1969-07-27,56,https://randomuser.me/api/portraits/men/18.jpg,2011-02-17,Maduro,2026-06-22 21:40:40
1aa64f66-0d6d-4beb-90da-2feda56a40d5,Brandon,Burke,male,brandon.burke@example.com,017683 25219,Newport,United Kingdom,B1 1AF,1978-08-29,47,https://randomuser.me/api/portraits/men/48.jpg,2006-09-20,Maduro,2026-06-22 21:40:40
30bac69c-25fa-4207-b81f-375a846294e8,Artemiza,Simovich,female,artemiza.simovich@example.com,(097) U24-6006,Gorodnya,Ukraine,78071,1982-04-30,44,https://randomuser.me/api/portraits/women/13.jpg,2003-10-18,Adulto,2026-06-22 21:40:40
1d6138a5-e9d9-41ed-a6ad-a0afbda577e5,Jennifer,Weaver,female,jennifer.weaver@example.com,041-772-2080,Tipperary,Ireland,30662,1995-07-13,30,https://randomuser.me/api/portraits/women/7.jpg,2010-01-23,Adulto,2026-06-22 21:40:40
4eda4f54-2e01-4045-9935-49c43aa3c985,Eddie,Nichols,male,eddie.nichols@example.com,061-201-2381,Tramore,Ireland,47749,1961-08-23,64,https://randomuser.me/api/portraits/men/98.jpg,2002-04-16,Maduro,2026-06-22 21:40:40
462698eb-90a7-4cda-8e3f-690c706bdd91,Raymond,Schunk,male,raymond.schunk@example.com,0332-1667198,Ibbenbüren,Germany,72562,1971-04-22,55,https://randomuser.me/api/portraits/men/26.jpg,2011-10-03,Maduro,2026-06-22 21:40:40
61b3d1ac-98e4-4202-9619-c46710d1e480,Sarita,Shetty,female,sarita.shetty@example.com,9887617438,Tiruvottiyur,India,96099,1991-08-24,34,https://randomuser.me/api/portraits/women/49.jpg,2021-12-10,Adulto,2026-06-22 21:40:40
1fdc9ef5-6746-4ead-90c3-2501fba8b70a,Andre,Martin,male,andre.martin@example.com,(473) 532-9935,Newport News,United States,79444,1992-11-02,33,https://randomuser.me/api/portraits/men/76.jpg,2012-01-25,Adulto,2026-06-22 21:40:40
c24c17f9-9059-4a78-ac00-c710caecce4c,Iván,López,male,ivan.lopez@example.com,969-650-421,Alcobendas,Spain,81880,1983-03-04,43,https://randomuser.me/api/portraits/men/71.jpg,2019-05-18,Adulto,2026-06-22 21:40:40
992b3c92-0bfe-4ab1-afba-00afd5d667d1,Elian,Kvalvåg,male,elian.kvalvag@example.com,73279457,Bleik,Norway,0596,1962-03-26,64,https://randomuser.me/api/portraits/men/83.jpg,2015-11-20,Maduro,2026-06-22 21:40:40
0054f55d-d8d9-46b6-9b19-1e698017a622,Lorraine,Reyes,female,lorraine.reyes@example.com,(596) 634-8856,Fullerton,United States,10935,1969-01-03,57,https://randomuser.me/api/portraits/women/37.jpg,2012-07-20,Maduro,2026-06-22 21:40:40
02b842ca-7308-4190-8cb9-1026db0ec2ba,Samuel,Welch,male,samuel.welch@example.com,015242 81967,Swansea,United Kingdom,O5R 6TY,1975-06-28,50,https://randomuser.me/api/portraits/men/48.jpg,2016-10-31,Maduro,2026-06-22 21:40:40
2ee14290-7174-45a9-8b0d-b52899a406c9,Isla,Erkkila,female,isla.erkkila@example.com,02-557-491,Rantasalmi,Finland,30555,1999-06-12,27,https://randomuser.me/api/portraits/women/89.jpg,2002-11-03,Adulto,2026-06-22 21:40:40
4d99503c-4ea3-4278-adf2-f2afb16637a9,Ella,Valli,female,ella.valli@example.com,09-103-608,Kuhmoinen,Finland,13100,1993-05-23,33,https://randomuser.me/api/portraits/women/62.jpg,2018-02-04,Adulto,2026-06-22 21:40:40
2981a54f-ac3d-45be-9d35-8d6cd0bfafc5,Rodoslava,Vitrenko,female,rodoslava.vitrenko@example.com,(068) C54-1440,Snigurivka,Ukraine,61686,1991-02-12,35,https://randomuser.me/api/portraits/women/56.jpg,2012-09-13,Adulto,2026-06-22 21:40:40
52bdda89-f253-4dce-b8d7-c790a05f3d8c,Jeremiah,Castro,male,jeremiah.castro@example.com,04-3780-0306,Wagga Wagga,Australia,1627,1951-07-26,74,https://randomuser.me/api/portraits/men/23.jpg,2022-04-20,Senior,2026-06-22 21:40:40
d6ac28ac-0db7-4f0f-b0f4-4bf4deb51c3b,Željko,Žikić,male,zeljko.zikic@example.com,017-2406-892,Užice,Serbia,79391,1956-11-23,69,https://randomuser.me/api/portraits/men/26.jpg,2006-02-04,Senior,2026-06-22 21:40:40
77d286f3-c224-459e-970a-89f270c6d659,Willow,Smith,female,willow.smith@example.com,(735)-510-5091,Gisborne,New Zealand,17282,1966-11-03,59,https://randomuser.me/api/portraits/women/31.jpg,2012-01-28,Maduro,2026-06-22 21:40:40
37ea18de-71e5-4ca6-8e08-e950acc31ba5,Nelli,Aho,female,nelli.aho@example.com,08-233-422,Köyliö,Finland,56190,1992-08-25,33,https://randomuser.me/api/portraits/women/21.jpg,2008-09-26,Adulto,2026-06-22 21:40:40
eb2a6488-2234-464f-94a7-5b8d5fded8b9,Margherita,Guillaume,female,margherita.guillaume@example.com,078 838 28 56,Fehren,Switzerland,6917,1956-01-06,70,https://randomuser.me/api/portraits/women/2.jpg,2005-08-17,Senior,2026-06-22 21:40:40
7fd33998-4f6c-45ab-847a-3d93c327b503,Anna,Christiansen,female,anna.christiansen@example.com,93230862,Overby Lyng,Denmark,29126,1983-12-08,42,https://randomuser.me/api/portraits/women/64.jpg,2003-09-21,Adulto,2026-06-22 21:40:40
60c9c14c-db68-4fb7-b3a6-17e57e824598,Lena,Hill,female,lena.hill@example.com,(276) 556-8189,San Mateo,United States,22791,1981-06-28,44,https://randomuser.me/api/portraits/women/48.jpg,2013-01-20,Adulto,2026-06-22 21:40:40
541cf49b-d86c-4726-bd30-82154e0cdde8,Emile,Walker,male,emile.walker@example.com,V78 O62-9635,Sandy Lake,Canada,C4N 4P9,1946-11-23,79,https://randomuser.me/api/portraits/men/76.jpg,2004-04-15,Senior,2026-06-22 21:40:40
691f133a-d692-48a3-b362-49944c4b9745,سپهر,احمدی,male,sphr.hmdy@example.com,038-43922686,سیرجان,Iran,19520,1976-02-25,50,https://randomuser.me/api/portraits/men/99.jpg,2010-07-22,Maduro,2026-06-22 21:40:40
7ae4b0c3-dcb4-42fd-af9b-536e3e434fe4,Jack,Davies,male,jack.davies@example.com,(757)-262-4544,Whanganui,New Zealand,80127,1990-12-23,35,https://randomuser.me/api/portraits/men/37.jpg,2014-03-20,Adulto,2026-06-22 21:40:40
